UP,Down,contronler,hard
0,0,contronler_2094,hard_5
0,0,contronler_2095,hard_5
0,0,contronler_2096,hard_5
0,0,contronler_2097,hard_5
0,0,contronler_2098,hard_5
0,0,contronler_2099,hard_5
0,0,contronler_2100,hard_5
0,0,contronler_2101,hard_5
0,0,contronler_2101,hard_5
0,0,contronler_2101,hard_5
0,0,contronler_2102,hard_5
0,0,contronler_2103,hard_5
0,0,contronler_2104,hard_5
0,0,contronler_2104,hard_5
0,0,contronler_2105,hard_5
0,0,contronler_2105,hard_5
0,0,contronler_2106,hard_5
0,0,contronler_2107,hard_5
0,0,contronler_2107,hard_5
0,0,contronler_2108,hard_5
0,0,contronler_2109,hard_5
0,0,contronler_2109,hard_5
0,0,contronler_2109,hard_5
0,0,contronler_2109,hard_5
0,0,contronler_2110,hard_5
0,0,contronler_2111,hard_5
0,0,contronler_2112,hard_5
0,0,contronler_2112,hard_5
0,0,contronler_2112,hard_5
0,0,contronler_2113,hard_5
0,0,contronler_2114,hard_5
0,0,contronler_2114,hard_5
0,0,contronler_2115,hard_5
0,0,contronler_2115,hard_5
0,0,contronler_2116,hard_5
0,0,contronler_2116,hard_5
0,0,contronler_2117,hard_5
0,0,contronler_2118,hard_5
0,0,contronler_2119,hard_5
0,0,contronler_2120,hard_5
0,0,contronler_2120,hard_5
0,0,contronler_2121,hard_5
0,0,contronler_2121,hard_5
0,0,contronler_2122,hard_5
0,0,contronler_2123,hard_5
0,0,contronler_2124,hard_5
0,0,contronler_2125,hard_5
0,0,contronler_2125,hard_5
0,0,contronler_2125,hard_5
0,0,contronler_2125,hard_5
0,0,contronler_2126,hard_5
0,0,contronler_2126,hard_5
0,0,contronler_2126,hard_5
0,0,contronler_2127,hard_5
0,0,contronler_2127,hard_5
0,0,contronler_2128,hard_5
0,0,contronler_2129,hard_5
0,0,contronler_2129,hard_5
0,0,contronler_2130,hard_5
0,0,contronler_2130,hard_5
0,0,contronler_2131,hard_5
0,0,contronler_2131,hard_5
0,0,contronler_2132,hard_5
0,0,contronler_2133,hard_5
0,0,contronler_2133,hard_5
0,0,contronler_2134,hard_5
0,0,contronler_2134,hard_5
0,0,contronler_2135,hard_5
0,0,contronler_2135,hard_5
0,0,contronler_2136,hard_5
0,0,contronler_2136,hard_5
0,0,contronler_2137,hard_5
0,0,contronler_2137,hard_5
0,0,contronler_2138,hard_5
0,0,contronler_2138,hard_5
0,0,contronler_2139,hard_5
0,0,contronler_2140,hard_5
0,0,contronler_2140,hard_5
0,0,contronler_2141,hard_5
0,0,contronler_2141,hard_5
0,0,contronler_2142,hard_5
0,0,contronler_2143,hard_5
0,0,contronler_2144,hard_5
0,0,contronler_2145,hard_5
0,0,contronler_2145,hard_5
0,0,contronler_2146,hard_5
0,0,contronler_2146,hard_5
0,0,contronler_2147,hard_5
0,0,contronler_2148,hard_5
0,0,contronler_2149,hard_5
0,0,contronler_2149,hard_5
0,0,contronler_2150,hard_5
0,0,contronler_2151,hard_5
0,0,contronler_2152,hard_5
0,0,contronler_2153,hard_5
0,0,contronler_2154,hard_5
0,0,contronler_2154,hard_5
0,0,contronler_2155,hard_5
0,0,contronler_2155,hard_5
0,0,contronler_2156,hard_5
0,0,contronler_2157,hard_5
0,0,contronler_2158,hard_5
0,0,contronler_2159,hard_5
0,0,contronler_2160,hard_5
0,0,contronler_2160,hard_5
0,0,contronler_2161,hard_5
0,0,contronler_2161,hard_5
0,0,contronler_2162,hard_5
0,0,contronler_2163,hard_5
0,0,contronler_2164,hard_5
0,0,contronler_2165,hard_5
0,0,contronler_2166,hard_5
0,0,contronler_2167,hard_5
0,0,contronler_2168,hard_5
0,0,contronler_2168,hard_5
0,0,contronler_2169,hard_5
0,0,contronler_2169,hard_5
0,0,contronler_2170,hard_5
0,0,contronler_2171,hard_5
0,0,contronler_2172,hard_5
0,0,contronler_2173,hard_5
0,0,contronler_2174,hard_5
0,0,contronler_2174,hard_5
0,0,contronler_2175,hard_5
0,0,contronler_2176,hard_5
0,0,contronler_2177,hard_5
0,0,contronler_2178,hard_5
0,0,contronler_2178,hard_5
0,0,contronler_2179,hard_5
0,0,contronler_2180,hard_5
0,0,contronler_2181,hard_5
0,0,contronler_2181,hard_5
0,0,contronler_2182,hard_5
0,0,contronler_2183,hard_5
0,0,contronler_2184,hard_5
0,0,contronler_2185,hard_5
0,0,contronler_2186,hard_5
0,0,contronler_2187,hard_5
0,0,contronler_2188,hard_5
0,0,contronler_2189,hard_5
0,0,contronler_2189,hard_5
0,0,contronler_2190,hard_5
0,0,contronler_2190,hard_5
0,0,contronler_2191,hard_5
0,0,contronler_2192,hard_5
0,0,contronler_2193,hard_5
0,0,contronler_2194,hard_5
0,0,contronler_2194,hard_5
0,0,contronler_2194,hard_5
0,0,contronler_2194,hard_5
0,0,contronler_2195,hard_5
0,0,contronler_2196,hard_5
0,0,contronler_2197,hard_5
0,0,contronler_2198,hard_5
0,0,contronler_2198,hard_5
0,0,contronler_2199,hard_5
0,0,contronler_2200,hard_5
0,0,contronler_2200,hard_5
0,0,contronler_2201,hard_5
0,0,contronler_2202,hard_5
0,0,contronler_2203,hard_5
0,0,contronler_2204,hard_5
0,0,contronler_2205,hard_5
0,0,contronler_2205,hard_5
0,0,contronler_2206,hard_5
0,0,contronler_2206,hard_5
0,0,contronler_2207,hard_5
0,0,contronler_2207,hard_5
0,0,contronler_2207,hard_5
0,0,contronler_2208,hard_5
0,0,contronler_2209,hard_5
0,0,contronler_2209,hard_5
0,0,contronler_2210,hard_5
0,0,contronler_2211,hard_5
0,0,contronler_2212,hard_5
0,0,contronler_2213,hard_5
0,0,contronler_2214,hard_5
0,0,contronler_2215,hard_5
0,0,contronler_2215,hard_5
0,0,contronler_2215,hard_5
0,0,contronler_2216,hard_5
0,0,contronler_2217,hard_5
0,0,contronler_2217,hard_5
0,0,contronler_2218,hard_5
0,0,contronler_2219,hard_5
0,0,contronler_2220,hard_5
0,0,contronler_2221,hard_5
0,0,contronler_2221,hard_5
0,0,contronler_2222,hard_5
0,0,contronler_2223,hard_5
0,0,contronler_2224,hard_5
0,0,contronler_2225,hard_5
0,0,contronler_2226,hard_5
0,0,contronler_2227,hard_5
0,0,contronler_2228,hard_5
0,0,contronler_2229,hard_5
0,0,contronler_2229,hard_5
0,0,contronler_2230,hard_5
0,0,contronler_2231,hard_5
0,0,contronler_2231,hard_5
0,0,contronler_2232,hard_5
0,0,contronler_2233,hard_5
0,0,contronler_2234,hard_5
0,0,contronler_2235,hard_5
0,0,contronler_2236,hard_5
0,0,contronler_2237,hard_5
0,0,contronler_2238,hard_5
0,0,contronler_2239,hard_5
0,0,contronler_2240,hard_5
0,0,contronler_2241,hard_5
0,0,contronler_2242,hard_5
0,0,contronler_2243,hard_5
0,0,contronler_2244,hard_5
0,0,contronler_2245,hard_5
0,0,contronler_2246,hard_5
0,0,contronler_2247,hard_5
0,0,contronler_2248,hard_5
0,0,contronler_2249,hard_5
0,0,contronler_2250,hard_5
0,0,contronler_2250,hard_5
0,0,contronler_2251,hard_5
0,0,contronler_2252,hard_5
0,0,contronler_2253,hard_5
0,0,contronler_2254,hard_5
0,0,contronler_2254,hard_5
0,0,contronler_2254,hard_5
0,0,contronler_2255,hard_5
0,0,contronler_2255,hard_5
0,0,contronler_2255,hard_5
0,0,contronler_2256,hard_5
0,0,contronler_2257,hard_5
0,0,contronler_2258,hard_5
0,0,contronler_2259,hard_5
0,0,contronler_2259,hard_5
0,0,contronler_2260,hard_5
0,0,contronler_2261,hard_5
0,0,contronler_2262,hard_5
0,0,contronler_2263,hard_5
0,0,contronler_2264,hard_5
0,0,contronler_2265,hard_5
0,0,contronler_2266,hard_5
0,0,contronler_2266,hard_5
0,0,contronler_2267,hard_5
0,0,contronler_2268,hard_5
0,0,contronler_2269,hard_5
0,0,contronler_2270,hard_5
0,0,contronler_2271,hard_5
0,0,contronler_2271,hard_5
0,0,contronler_2272,hard_5
0,0,contronler_2273,hard_5
0,0,contronler_2274,hard_5
0,0,contronler_2275,hard_5
0,0,contronler_2276,hard_5
0,0,contronler_2277,hard_5
0,0,contronler_2277,hard_5
0,0,contronler_2278,hard_5
0,0,contronler_2279,hard_5
0,0,contronler_2279,hard_5
0,0,contronler_2279,hard_5
0,0,contronler_2280,hard_5
0,0,contronler_2281,hard_5
0,0,contronler_2282,hard_5
0,0,contronler_2283,hard_5
0,0,contronler_2284,hard_5
0,0,contronler_2285,hard_5
0,0,contronler_2286,hard_5
0,0,contronler_2287,hard_5
0,0,contronler_2287,hard_5
0,0,contronler_2288,hard_5
0,0,contronler_2288,hard_5
0,0,contronler_2289,hard_5
0,0,contronler_2289,hard_5
0,0,contronler_2290,hard_5
0,0,contronler_2290,hard_5
0,0,contronler_2291,hard_5
0,0,contronler_2292,hard_5
0,0,contronler_2293,hard_5
0,0,contronler_2294,hard_5
0,0,contronler_2295,hard_5
0,0,contronler_2296,hard_5
0,0,contronler_2297,hard_5
0,0,contronler_2298,hard_5
0,0,contronler_2299,hard_5
0,0,contronler_2300,hard_5
0,0,contronler_2301,hard_5
0,0,contronler_2302,hard_5
0,0,contronler_2303,hard_5
0,0,contronler_2304,hard_5
0,0,contronler_2305,hard_5
0,0,contronler_2306,hard_5
0,0,contronler_2307,hard_5
0,0,contronler_2308,hard_5
0,0,contronler_2309,hard_5
0,0,contronler_2310,hard_5
0,0,contronler_2311,hard_5
0,0,contronler_2312,hard_5
0,0,contronler_2313,hard_5
0,0,contronler_2314,hard_5
0,0,contronler_2315,hard_5
0,0,contronler_2316,hard_5
0,0,contronler_2317,hard_5
0,0,contronler_2318,hard_5
0,0,contronler_2319,hard_5
0,0,contronler_2320,hard_5
0,0,contronler_2321,hard_5
0,0,contronler_2322,hard_5
0,0,contronler_2323,hard_5
0,0,contronler_2324,hard_5
0,0,contronler_2325,hard_5
0,0,contronler_2326,hard_5
0,0,contronler_2327,hard_5
0,0,contronler_2328,hard_5
0,0,contronler_2329,hard_5
0,0,contronler_2329,hard_5
0,0,contronler_2330,hard_5
0,0,contronler_2331,hard_5
0,0,contronler_2332,hard_5
0,0,contronler_2333,hard_5
0,0,contronler_2334,hard_5
0,0,contronler_2335,hard_5
0,0,contronler_2336,hard_5
0,0,contronler_2337,hard_5
0,0,contronler_2338,hard_5
0,0,contronler_2339,hard_5
0,0,contronler_2340,hard_5
0,0,contronler_2341,hard_5
0,0,contronler_2342,hard_5
0,0,contronler_2343,hard_5
0,0,contronler_2344,hard_5
0,0,contronler_2345,hard_5
0,0,contronler_2346,hard_5
0,0,contronler_2347,hard_5
0,0,contronler_2348,hard_5
0,0,contronler_2349,hard_5
0,0,contronler_2350,hard_5
0,0,contronler_2350,hard_5
0,0,contronler_2351,hard_5
0,0,contronler_2352,hard_5
0,0,contronler_2353,hard_5
0,0,contronler_2354,hard_5
0,0,contronler_2355,hard_5
0,0,contronler_2356,hard_5
0,0,contronler_2357,hard_5
0,0,contronler_2358,hard_5
0,0,contronler_2359,hard_5
0,0,contronler_2360,hard_5
0,0,contronler_2361,hard_5
0,0,contronler_2362,hard_5
0,0,contronler_2363,hard_5
0,0,contronler_2364,hard_5
0,0,contronler_2365,hard_5
0,0,contronler_2366,hard_5
0,0,contronler_2367,hard_5
0,0,contronler_2368,hard_5
0,0,contronler_2369,hard_5
0,0,contronler_2370,hard_5
0,0,contronler_2371,hard_5
0,0,contronler_2371,hard_5
0,0,contronler_2372,hard_5
0,0,contronler_2373,hard_5
0,0,contronler_2374,hard_5
0,0,contronler_2375,hard_5
0,0,contronler_2376,hard_5
0,0,contronler_2377,hard_5
0,0,contronler_2378,hard_5
0,0,contronler_2379,hard_5
0,0,contronler_2380,hard_5
0,0,contronler_2380,hard_5
0,0,contronler_2381,hard_5
0,0,contronler_2382,hard_5
0,0,contronler_2383,hard_5
0,0,contronler_2384,hard_5
0,0,contronler_2384,hard_5
0,0,contronler_2385,hard_5
0,0,contronler_2386,hard_5
0,0,contronler_2387,hard_5
0,0,contronler_2388,hard_5
0,0,contronler_2389,hard_5
0,0,contronler_2390,hard_5
0,0,contronler_2391,hard_5
0,0,contronler_2392,hard_5
0,0,contronler_2393,hard_5
0,0,contronler_2394,hard_5
0,0,contronler_2395,hard_5
0,0,contronler_2395,hard_5
0,0,contronler_2396,hard_5
0,0,contronler_2397,hard_5
0,0,contronler_2398,hard_5
0,0,contronler_2399,hard_5
0,0,contronler_2400,hard_5
0,0,contronler_2401,hard_5
0,0,contronler_2402,hard_5
0,0,contronler_2403,hard_5
0,0,contronler_2403,hard_5
0,0,contronler_2404,hard_5
0,0,contronler_2405,hard_5
0,0,contronler_2406,hard_5
0,0,contronler_2407,hard_5
0,0,contronler_2408,hard_5
0,0,contronler_2409,hard_5
0,0,contronler_2410,hard_5
0,0,contronler_2411,hard_5
0,0,contronler_2412,hard_5
0,0,contronler_2413,hard_6
0,0,contronler_2414,hard_6
0,0,contronler_2414,hard_6
0,0,contronler_2415,hard_6
0,0,contronler_2416,hard_6
0,0,contronler_2417,hard_6
0,0,contronler_2417,hard_6
0,0,contronler_2418,hard_6
0,0,contronler_2419,hard_6
0,0,contronler_2420,hard_6
0,0,contronler_2421,hard_6
0,0,contronler_2422,hard_6
0,0,contronler_2422,hard_6
0,0,contronler_2423,hard_6
0,0,contronler_2424,hard_6
0,0,contronler_2424,hard_6
0,0,contronler_2424,hard_6
0,0,contronler_2425,hard_6
0,0,contronler_2426,hard_6
0,0,contronler_2427,hard_6
0,0,contronler_2428,hard_6
0,0,contronler_2429,hard_6
0,0,contronler_2430,hard_6
0,0,contronler_2431,hard_6
0,0,contronler_2432,hard_6
0,0,contronler_2433,hard_6
0,0,contronler_2434,hard_6
0,0,contronler_2435,hard_6
0,0,contronler_2435,hard_6
0,0,contronler_2435,hard_6
0,0,contronler_2436,hard_6
0,0,contronler_2437,hard_6
0,0,contronler_2437,hard_6
0,0,contronler_2438,hard_6
0,0,contronler_2439,hard_6
0,0,contronler_2439,hard_6
0,0,contronler_2440,hard_6
0,0,contronler_2441,hard_6
0,0,contronler_2442,hard_6
0,0,contronler_2442,hard_6
0,0,contronler_2443,hard_6
0,0,contronler_2443,hard_6
0,0,contronler_2444,hard_6
0,0,contronler_2444,hard_6
0,0,contronler_2445,hard_6
0,0,contronler_2446,hard_6
0,0,contronler_2446,hard_6
0,0,contronler_2447,hard_6
0,0,contronler_2447,hard_6
0,0,contronler_2448,hard_6
0,0,contronler_2448,hard_6
0,0,contronler_2449,hard_6
0,0,contronler_2450,hard_6
0,0,contronler_2451,hard_6
0,0,contronler_2452,hard_6
0,0,contronler_2452,hard_6
0,0,contronler_2453,hard_6
0,0,contronler_2453,hard_6
0,0,contronler_2454,hard_6
0,0,contronler_2455,hard_6
0,0,contronler_2456,hard_6
0,0,contronler_2457,hard_6
0,0,contronler_2457,hard_6
0,0,contronler_2458,hard_6
0,0,contronler_2459,hard_6
0,0,contronler_2460,hard_6
0,0,contronler_2461,hard_6
0,0,contronler_2461,hard_6
0,0,contronler_2462,hard_6
0,0,contronler_2462,hard_6
0,0,contronler_2462,hard_6
0,0,contronler_2463,hard_6
0,0,contronler_2463,hard_6
0,0,contronler_2463,hard_6
0,0,contronler_2464,hard_6
0,0,contronler_2464,hard_6
0,0,contronler_2465,hard_6
0,0,contronler_2466,hard_6
0,0,contronler_2467,hard_6
0,0,contronler_2468,hard_6
0,0,contronler_2468,hard_6
0,0,contronler_2469,hard_6
0,0,contronler_2469,hard_6
0,0,contronler_2470,hard_6
0,0,contronler_2471,hard_6
0,0,contronler_2472,hard_6
0,0,contronler_2472,hard_6
0,0,contronler_2472,hard_6
0,0,contronler_2473,hard_6
0,0,contronler_2474,hard_6
0,0,contronler_2475,hard_6
0,0,contronler_2476,hard_6
0,0,contronler_2476,hard_6
0,0,contronler_2477,hard_6
0,0,contronler_2478,hard_6
0,0,contronler_2478,hard_6
0,0,contronler_2479,hard_6
0,0,contronler_2480,hard_6
0,0,contronler_2481,hard_6
0,0,contronler_2481,hard_6
0,0,contronler_2482,hard_6
0,0,contronler_2483,hard_6
0,0,contronler_2484,hard_6
0,0,contronler_2484,hard_6
0,0,contronler_2485,hard_6
0,0,contronler_2485,hard_6
0,0,contronler_2486,hard_6
0,0,contronler_2486,hard_6
0,0,contronler_2487,hard_6
0,0,contronler_2488,hard_6
0,0,contronler_2489,hard_6
0,0,contronler_2489,hard_6
0,0,contronler_2489,hard_6
0,0,contronler_2490,hard_6
0,0,contronler_2491,hard_6
0,0,contronler_2492,hard_6
0,0,contronler_2492,hard_6
0,0,contronler_2493,hard_6
0,0,contronler_2494,hard_6
0,0,contronler_2495,hard_6
0,0,contronler_2495,hard_6
0,0,contronler_2496,hard_6
0,0,contronler_2497,hard_6
0,0,contronler_2497,hard_6
0,0,contronler_2497,hard_6
0,0,contronler_2498,hard_6
0,0,contronler_2498,hard_6
0,0,contronler_2499,hard_6
0,0,contronler_2499,hard_6
0,0,contronler_2500,hard_6
0,0,contronler_2501,hard_6
0,0,contronler_2502,hard_6
0,0,contronler_2503,hard_6
0,0,contronler_2504,hard_6
0,0,contronler_2504,hard_6
0,0,contronler_2505,hard_6
0,0,contronler_2505,hard_6
0,0,contronler_2506,hard_6
0,0,contronler_2507,hard_6
0,0,contronler_2507,hard_6
0,0,contronler_2508,hard_6
0,0,contronler_2508,hard_6
0,0,contronler_2509,hard_6
0,0,contronler_2510,hard_6
0,0,contronler_2511,hard_6
0,0,contronler_2511,hard_6
0,0,contronler_2512,hard_6
0,0,contronler_2513,hard_6
0,0,contronler_2514,hard_6
0,0,contronler_2514,hard_6
0,0,contronler_2515,hard_6
0,0,contronler_2516,hard_6
0,0,contronler_2517,hard_6
0,0,contronler_2517,hard_6
0,0,contronler_2518,hard_6
0,0,contronler_2519,hard_6
0,0,contronler_2519,hard_6
0,0,contronler_2520,hard_6
0,0,contronler_2521,hard_6
0,0,contronler_2521,hard_6
0,0,contronler_2522,hard_6
0,0,contronler_2523,hard_6
0,0,contronler_2524,hard_6
0,0,contronler_2525,hard_6
0,0,contronler_2526,hard_6
0,0,contronler_2527,hard_6
0,0,contronler_2527,hard_6
0,0,contronler_2528,hard_6
0,0,contronler_2529,hard_6
0,0,contronler_2530,hard_6
0,0,contronler_2531,hard_6
0,0,contronler_2532,hard_6
0,0,contronler_2533,hard_6
0,0,contronler_2533,hard_6
0,0,contronler_2534,hard_6
0,0,contronler_2535,hard_6
0,0,contronler_2535,hard_6
0,0,contronler_2536,hard_6
0,0,contronler_2536,hard_6
0,0,contronler_2537,hard_6
0,0,contronler_2538,hard_6
0,0,contronler_2539,hard_6
0,0,contronler_2540,hard_6
0,0,contronler_2541,hard_6
0,0,contronler_2541,hard_6
0,0,contronler_2542,hard_6
0,0,contronler_2543,hard_6
0,0,contronler_2543,hard_6
0,0,contronler_2544,hard_6
0,0,contronler_2545,hard_6
0,0,contronler_2546,hard_6
0,0,contronler_2547,hard_6
0,0,contronler_2548,hard_6
0,0,contronler_2548,hard_6
0,0,contronler_2549,hard_6
0,0,contronler_2550,hard_6
0,0,contronler_2551,hard_6
0,0,contronler_2552,hard_6
0,0,contronler_2552,hard_6
0,0,contronler_2552,hard_6
0,0,contronler_2553,hard_6
0,0,contronler_2554,hard_6
0,0,contronler_2554,hard_6
0,0,contronler_2554,hard_6
0,0,contronler_2554,hard_6
0,0,contronler_2555,hard_6
0,0,contronler_2556,hard_6
0,0,contronler_2557,hard_6
0,0,contronler_2558,hard_6
0,0,contronler_2559,hard_6
0,0,contronler_2560,hard_6
0,0,contronler_2561,hard_6
0,0,contronler_2561,hard_6
0,0,contronler_2562,hard_6
0,0,contronler_2563,hard_6
0,0,contronler_2564,hard_6
0,0,contronler_2565,hard_6
0,0,contronler_2566,hard_6
0,0,contronler_2566,hard_6
0,0,contronler_2567,hard_6
0,0,contronler_2568,hard_6
0,0,contronler_2568,hard_6
0,0,contronler_2569,hard_6
0,0,contronler_2569,hard_6
0,0,contronler_2569,hard_6
0,0,contronler_2570,hard_6
0,0,contronler_2571,hard_6
0,0,contronler_2571,hard_6
0,0,contronler_2572,hard_6
0,0,contronler_2573,hard_6
0,0,contronler_2573,hard_6
0,0,contronler_2574,hard_6
0,0,contronler_2575,hard_6
0,0,contronler_2576,hard_6
0,0,contronler_2576,hard_6
0,0,contronler_2577,hard_6
0,0,contronler_2578,hard_6
0,0,contronler_2578,hard_6
0,0,contronler_2579,hard_6
0,0,contronler_2580,hard_6
0,0,contronler_2581,hard_6
0,0,contronler_2582,hard_6
0,0,contronler_2583,hard_6
0,0,contronler_2584,hard_6
0,0,contronler_2584,hard_6
0,0,contronler_2584,hard_6
0,0,contronler_2585,hard_6
0,0,contronler_2586,hard_6
0,0,contronler_2586,hard_6
0,0,contronler_2587,hard_6
0,0,contronler_2587,hard_6
0,0,contronler_2588,hard_6
0,0,contronler_2588,hard_6
0,0,contronler_2589,hard_6
0,0,contronler_2589,hard_6
0,0,contronler_2590,hard_6
0,0,contronler_2591,hard_6
0,0,contronler_2591,hard_6
0,0,contronler_2592,hard_6
0,0,contronler_2593,hard_6
0,0,contronler_2594,hard_6
0,0,contronler_2595,hard_6
0,0,contronler_2596,hard_6
0,0,contronler_2597,hard_6
0,0,contronler_2597,hard_6
0,0,contronler_2597,hard_6
0,0,contronler_2598,hard_6
0,0,contronler_2599,hard_6
0,0,contronler_2600,hard_6
0,0,contronler_2601,hard_6
0,0,contronler_2602,hard_6
0,0,contronler_2602,hard_6
0,0,contronler_2603,hard_6
0,0,contronler_2604,hard_6
0,0,contronler_2605,hard_6
0,0,contronler_2605,hard_6
0,0,contronler_2606,hard_6
0,0,contronler_2607,hard_6
0,0,contronler_2608,hard_6
0,0,contronler_2609,hard_6
0,0,contronler_2609,hard_6
0,0,contronler_2609,hard_6
0,0,contronler_2610,hard_6
0,0,contronler_2610,hard_6
0,0,contronler_2611,hard_6
0,0,contronler_2612,hard_6
0,0,contronler_2613,hard_6
0,0,contronler_2614,hard_6
0,0,contronler_2614,hard_6
0,0,contronler_2615,hard_6
0,0,contronler_2616,hard_6
0,0,contronler_2617,hard_6
0,0,contronler_2618,hard_6
0,0,contronler_2619,hard_6
0,0,contronler_2620,hard_6
0,0,contronler_2620,hard_6
0,0,contronler_2621,hard_6
0,0,contronler_2622,hard_6
0,0,contronler_2623,hard_6
0,0,contronler_2624,hard_6
0,0,contronler_2624,hard_6
0,0,contronler_2624,hard_6
0,0,contronler_2624,hard_6
0,0,contronler_2625,hard_6
0,0,contronler_2625,hard_6
0,0,contronler_2626,hard_6
0,0,contronler_2627,hard_6
0,0,contronler_2628,hard_6
0,0,contronler_2629,hard_6
0,0,contronler_2630,hard_6
0,0,contronler_2630,hard_6
0,0,contronler_2631,hard_6
0,0,contronler_2632,hard_6
0,0,contronler_2632,hard_6
0,0,contronler_2633,hard_6
0,0,contronler_2634,hard_6
0,0,contronler_2634,hard_6
0,0,contronler_2635,hard_6
0,0,contronler_2636,hard_6
0,0,contronler_2636,hard_6
0,0,contronler_2637,hard_6
0,0,contronler_2638,hard_6
0,0,contronler_2639,hard_6
0,0,contronler_2640,hard_6
0,0,contronler_2641,hard_6
0,0,contronler_2642,hard_6
0,0,contronler_2643,hard_6
0,0,contronler_2644,hard_6
0,0,contronler_2644,hard_6
0,0,contronler_2644,hard_6
0,0,contronler_2645,hard_6
0,0,contronler_2646,hard_6
0,0,contronler_2646,hard_6
0,0,contronler_2647,hard_6
0,0,contronler_2648,hard_6
0,0,contronler_2648,hard_6
0,0,contronler_2649,hard_6
0,0,contronler_2650,hard_6
0,0,contronler_2651,hard_6
0,0,contronler_2652,hard_6
0,0,contronler_2653,hard_6
0,0,contronler_2654,hard_6
0,0,contronler_2654,hard_6
0,0,contronler_2655,hard_6
0,0,contronler_2656,hard_6
0,0,contronler_2656,hard_6
0,0,contronler_2657,hard_6
0,0,contronler_2658,hard_6
0,0,contronler_2659,hard_6
0,0,contronler_2660,hard_6
0,0,contronler_2660,hard_6
0,0,contronler_2661,hard_6
0,0,contronler_2662,hard_6
0,0,contronler_2663,hard_6
0,0,contronler_2663,hard_6
0,0,contronler_2664,hard_6
0,0,contronler_2665,hard_6
0,0,contronler_2666,hard_6
0,0,contronler_2667,hard_6
0,0,contronler_2668,hard_6
0,0,contronler_2669,hard_6
0,0,contronler_2670,hard_6
0,0,contronler_2671,hard_6
0,0,contronler_2672,hard_6
0,0,contronler_2673,hard_6
0,0,contronler_2674,hard_6
0,0,contronler_2675,hard_6
0,0,contronler_2676,hard_6
0,0,contronler_2676,hard_6
0,0,contronler_2677,hard_6
0,0,contronler_2678,hard_6
0,0,contronler_2679,hard_6
0,0,contronler_2680,hard_6
0,0,contronler_2680,hard_6
0,0,contronler_2681,hard_6
0,0,contronler_2682,hard_6
0,0,contronler_2683,hard_6
0,0,contronler_2684,hard_6
0,0,contronler_2685,hard_6
0,0,contronler_2685,hard_6
0,0,contronler_2685,hard_6
0,0,contronler_2686,hard_6
0,0,contronler_2687,hard_6
0,0,contronler_2687,hard_6
0,0,contronler_2688,hard_6
0,0,contronler_2688,hard_6
0,0,contronler_2689,hard_6
0,0,contronler_2689,hard_6
0,0,contronler_2690,hard_6
0,0,contronler_2690,hard_6
0,0,contronler_2691,hard_6
0,0,contronler_2692,hard_6
0,0,contronler_2693,hard_6
0,0,contronler_2694,hard_6
0,0,contronler_2695,hard_6
0,0,contronler_2695,hard_6
0,0,contronler_2696,hard_6
0,0,contronler_2697,hard_6
0,0,contronler_2698,hard_6
0,0,contronler_2699,hard_6
0,0,contronler_2700,hard_6
0,0,contronler_2701,hard_6
0,0,contronler_2702,hard_6
0,0,contronler_2703,hard_6
0,0,contronler_2704,hard_6
0,0,contronler_2705,hard_6
0,0,contronler_2706,hard_6
0,0,contronler_2707,hard_6
0,0,contronler_2708,hard_6
0,0,contronler_2709,hard_6
0,0,contronler_2710,hard_6
0,0,contronler_2711,hard_6
0,0,contronler_2712,hard_6
0,0,contronler_2712,hard_6
0,0,contronler_2713,hard_6
0,0,contronler_2714,hard_6
0,0,contronler_2715,hard_6
0,0,contronler_2716,hard_6
0,0,contronler_2716,hard_6
0,0,contronler_2717,hard_6
0,0,contronler_2718,hard_6
0,0,contronler_2718,hard_6
0,0,contronler_2719,hard_6
0,0,contronler_2720,hard_6
0,0,contronler_2720,hard_6
0,0,contronler_2721,hard_6
0,0,contronler_2722,hard_6
0,0,contronler_2723,hard_6
0,0,contronler_2724,hard_6
0,0,contronler_2725,hard_6
0,0,contronler_2726,hard_6
0,0,contronler_2727,hard_6
0,0,contronler_2727,hard_6
0,0,contronler_2727,hard_6
0,0,contronler_2728,hard_6
0,0,contronler_2729,hard_6
0,0,contronler_2730,hard_6
0,0,contronler_2731,hard_6
0,0,contronler_2732,hard_6
0,0,contronler_2733,hard_6
0,0,contronler_2734,hard_6
0,0,contronler_2735,hard_6
0,0,contronler_2736,hard_6
0,0,contronler_2737,hard_6
0,0,contronler_2738,hard_6
0,0,contronler_2739,hard_6
0,0,contronler_2740,hard_6
0,0,contronler_2741,hard_6
0,0,contronler_2741,hard_6
0,0,contronler_2742,hard_6
0,0,contronler_2743,hard_6
0,0,contronler_2744,hard_6
0,0,contronler_2744,hard_6
0,0,contronler_2745,hard_6
0,0,contronler_2746,hard_6
0,0,contronler_2747,hard_6
0,0,contronler_2748,hard_6
0,0,contronler_2749,hard_6
0,0,contronler_2750,hard_6
0,0,contronler_2751,hard_6
0,0,contronler_2752,hard_6
0,0,contronler_2752,hard_6
0,0,contronler_2753,hard_6
0,0,contronler_2754,hard_6
0,0,contronler_2755,hard_6
0,0,contronler_2756,hard_6
0,0,contronler_2757,hard_6
0,0,contronler_2758,hard_6
0,0,contronler_2759,hard_6
0,0,contronler_2760,hard_6
0,0,contronler_2761,hard_6
